Name,Search Category,Google Category,Address,Phone,Website,Latitude_URL,Longitude_URL,Google Maps URL
Adithya Poly Clinic,Hospital,Hospital,"MJG6+V6G, Hamali Colony, Subhash Gunj, Zaheerabad, Telangana 502220",,,17.6771894,77.6105906,https://www.google.com/maps/place/Adithya+Poly+Clinic/data=!4m7!3m6!1s0x3bceb4dfd529442f:0xe35477da82da3a59!8m2!3d17.6771894!4d77.6105906!16s%2Fg%2F11c1r3c9f_!19sChIJL0Qp1d-0zjsRWTragtp3VOM?authuser=0&hl=en&rclk=1
SAI SRI RAM DIAGNOSTIC CENTRE,Hospital,Hospital department,"opp. Bus stand, Subhash Gunj, Zaheerabad, Telangana 502220",095058 04174,,17.680411,77.6141107,https://www.google.com/maps/place/SAI+SRI+RAM+DIAGNOSTIC+CENTRE/data=!4m7!3m6!1s0x3bceb544badd863b:0x3036ee2c18f1ac54!8m2!3d17.680411!4d77.6141107!16s%2Fg%2F11vy7d8tx9!19sChIJO4bdukS1zjsRVKzxGCzuNjA?authuser=0&hl=en&rclk=1
Smile Care Dental Clinic,Hospital,Hospital,"MJJ7+7MX, Subhash Gunj, Zaheerabad, Telangana 502228",,,17.6807312,77.614223,https://www.google.com/maps/place/Smile+Care+Dental+Clinic/data=!4m7!3m6!1s0x3bceb5c3e0a5b82b:0xa59cf3b16acd1742!8m2!3d17.6807312!4d77.614223!16s%2Fg%2F11fcr6jplp!19sChIJK7il4MO1zjsRQhfNarHznKU?authuser=0&hl=en&rclk=1
SHAMS CLINIC Dr.SALAHUDDIN,Hospital,Hospital,"Rachannapet, main road, beside ajwa hotel, Zaheerabad, Telangana 502220",,,17.6793609,77.60848,https://www.google.com/maps/place/SHAMS+CLINIC+Dr.SALAHUDDIN/data=!4m7!3m6!1s0x3bceb5d5bf62e773:0xe266ee551d65983a!8m2!3d17.6793609!4d77.60848!16s%2Fg%2F11sd9dmp77!19sChIJc-div9W1zjsROphlHVXuZuI?authuser=0&hl=en&rclk=1
AKSHARA NURSING HOME,Hospital,Hospital,"Excise Colony Main Road Alipura, Excise Colony, Shanti Nagar, Hanamkonda, Telangana 506001",,,17.6748112,77.6163803,https://www.google.com/maps/place/AKSHARA+NURSING+HOME/data=!4m7!3m6!1s0x3bceb4dcfffffff9:0xc9d7cb4b20472d81!8m2!3d17.6748112!4d77.6163803!16s%2Fg%2F11fzfdxbfv!19sChIJ-f___9y0zjsRgS1HIEvL18k?authuser=0&hl=en&rclk=1
Sri netra diagnostic,Hospital,Diagnostic center,"2-2-101, Block Rd, opp. ajay k sharda hospital, Subhash Gunj, Zahirabad_, Zaheerabad, Telangana 502220",,,17.6793699,77.6117236,https://www.google.com/maps/place/Sri+netra+diagnostic/data=!4m7!3m6!1s0x3bceb5bc0398ebfd:0xaa54791c670034d0!8m2!3d17.6793699!4d77.6117236!16s%2Fg%2F11qm24y2pn!19sChIJ_euYA7y1zjsR0DQAZxx5VKo?authuser=0&hl=en&rclk=1
Medical,Hospital,Hospital,"50, Mumbai Hwy, Royal Colony, Mumbai Hwy, Royal Colony, Vema Reddy colony, Shantinagar, Zahirabad Rural, Zaheerabad, Telangana 502318",098662 72074,,17.6816389,77.6316312,https://www.google.com/maps/place/Medical/data=!4m7!3m6!1s0x3bceb4eb2d5fe30d:0xab694e57e5330619!8m2!3d17.6816389!4d77.6316312!16s%2Fg%2F11fy4p4s_x!19sChIJDeNfLeu0zjsRGQYz5VdOaas?authuser=0&hl=en&rclk=1
Health Care Hijama Center,Hospital,Hospital,"MJF7+7P4, opp. Masjid-E-Elahi, LIG-II Phase, Shanti Nagar, Zaheerabad, Telangana 502220",090149 90986,,17.6731426,77.6143306,https://www.google.com/maps/place/Health+Care+Hijama+Center/data=!4m7!3m6!1s0x3bceb4dc17ba722d:0x2ae673484a9690f3!8m2!3d17.6731426!4d77.6143306!16s%2Fg%2F11hbgt1bm3!19sChIJLXK6F9y0zjsR85CWSkhz5io?authuser=0&hl=en&rclk=1
"Dr. Md Khaleel, Zam Zam Clinic",Hospital,Hospital,"Gadi Rd, Zaheerabad, Telangana 502220",098499 50062,,17.6827786,77.6043095,"https://www.google.com/maps/place/Dr.+Md+Khaleel,+Zam+Zam+Clinic/data=!4m7!3m6!1s0x3bceb583fa359973:0x7aa152a9b7e70577!8m2!3d17.6827786!4d77.6043095!16s%2Fg%2F11t6mn1q8t!19sChIJc5k1-oO1zjsRdwXnt6lSoXo?authuser=0&hl=en&rclk=1"
Shree Ganesh Poly Clinic,Hospital,Hospital,"MJH5+HJF, Subhash Gunj, Zaheerabad, Telangana 502228",070937 45914,,17.6789458,77.6090411,https://www.google.com/maps/place/Shree+Ganesh+Poly+Clinic/data=!4m7!3m6!1s0x3bceb4e03f1fd8c5:0x2fde943e785789fe!8m2!3d17.6789458!4d77.6090411!16s%2Fg%2F11g6n80fzh!19sChIJxdgfP-C0zjsR_olXeD6U3i8?authuser=0&hl=en&rclk=1
Nani,Hospital,Hospital,"50, Mumbai Hwy, Royal Colony, Mumbai Hwy, Royal Colony, Vema Reddy colony, Shantinagar, Zahirabad Rural, Zaheerabad, Telangana 502318",098662 72874,,17.6824099,77.6307869,https://www.google.com/maps/place/Nani/data=!4m7!3m6!1s0x3bceb494cd22bebd:0xcb34dd229ccf7bb9!8m2!3d17.6824099!4d77.6307869!16s%2Fg%2F11fy4qdz99!19sChIJvb4izZS0zjsRuXvPnCLdNMs?authuser=0&hl=en&rclk=1
AL Aariz Medical,Hospital,Pharmacy,"Khan Street Shop No 6, Zaheerabad, Telangana 502220",070362 93648,,17.6812826,77.6116095,https://www.google.com/maps/place/AL+Aariz+Medical/data=!4m7!3m6!1s0x3bceb51f1898cf07:0x2b339ebdb2141af9!8m2!3d17.6812826!4d77.6116095!16s%2Fg%2F11rmp1v06m!19sChIJB8-YGB-1zjsR-RoUsr2eMys?authuser=0&hl=en&rclk=1
GOKUL PHYSIOTHERAPY CLINIC,Hospital,Physiotherapy Center,"Gokula diagnostic, apgp bank opposite, Apgp bank opposite, opposite near lod, Zaheerabad, Telangana 502220",095028 37719,,17.6795276,77.6050959,https://www.google.com/maps/place/GOKUL+PHYSIOTHERAPY+CLINIC/data=!4m7!3m6!1s0x3bceb5725b715589:0x6731bc54c598f278!8m2!3d17.6795276!4d77.6050959!16s%2Fg%2F11w49m_6dn!19sChIJiVVxW3K1zjsRePKYxVS8MWc?authuser=0&hl=en&rclk=1
MF HIJAMA CENTER &MEDICAL,Hospital,Hospital,"MJ94+854, Tandur Rd, Ramnagar, Zaheerabad, Telangana 502220",,,17.6682645,77.6054434,https://www.google.com/maps/place/MF+HIJAMA+CENTER+%26MEDICAL/data=!4m7!3m6!1s0x3bceb5281b591015:0x6d7d7ef58d89060d!8m2!3d17.6682645!4d77.6054434!16s%2Fg%2F11ft1vqjzj!19sChIJFRBZGyi1zjsRDQaJjfV-fW0?authuser=0&hl=en&rclk=1
Ayurvedic bones set devendar,Hospital,Hospital,"Gaushabad, Zaheerabad, Telangana 502221",,,17.6698517,77.4931403,https://www.google.com/maps/place/Ayurvedic+bones+set+devendar/data=!4m7!3m6!1s0x3bcecb95a1d58fcd:0x6d7592dfa5b93160!8m2!3d17.6698517!4d77.4931403!16s%2Fg%2F11v_17m847!19sChIJzY_VoZXLzjsRYDG5pd-SdW0?authuser=0&hl=en&rclk=1
Dr. Mohammad Aleemuddin,Hospital,Diabetologist,"MJJ9+95J, Hayatt Hospitals, Baswa Nagar Colony, Dattagiri Colony, Zaheerabad, Telangana 502228",074164 44104,https://www.facebook.com/drmohammadaleemuddin,17.6809638,77.6178827,https://www.google.com/maps/place/Dr.+Mohammad+Aleemuddin/data=!4m7!3m6!1s0x3bceb5e0da9981bd:0xc939dfe8129a86bf!8m2!3d17.6809638!4d77.6178827!16s%2Fg%2F11qw_6f0dk!19sChIJvYGZ2uC1zjsRv4aaEujfOck?authuser=0&hl=en&rclk=1
MAHESHWARI EYE CLINIC & OPTICALS,Hospital,Hospital,"MJJ7+7P6, Unnamed Road, Subhash Gunj, Zaheerabad, Telangana 502228",,,17.680652,77.614254,https://www.google.com/maps/place/MAHESHWARI+EYE+CLINIC+%26+OPTICALS/data=!4m7!3m6!1s0x3bceb5b0d1fd6dc5:0x2be148b7e3ba5123!8m2!3d17.680652!4d77.614254!16s%2Fg%2F11hygykcm0!19sChIJxW390bC1zjsRI1G647dI4Ss?authuser=0&hl=en&rclk=1
Gayatri clinical research,Hospital,Hospital,"MJJ5+5MR, Hanuman Mandir Rd, Zaheerabad, Telangana 502220",,,17.680483,77.6091531,https://www.google.com/maps/place/Gayatri+clinical+research/data=!4m7!3m6!1s0x3bceb5004250c653:0x50bfd9ddd5e65f89!8m2!3d17.680483!4d77.6091531!16s%2Fg%2F11vrp64593!19sChIJU8ZQQgC1zjsRiV_m1d3Zv1A?authuser=0&hl=en&rclk=1
STANZA LUXURIOUS STAY,Hotel,Hotel,"Main road, beside canara bank, Zaheerabad, Telangana 502220",098496 66656,,17.6796051,77.6076164,https://www.google.com/maps/place/STANZA+LUXURIOUS+STAY/data=!4m10!3m9!1s0x3bceb5587f24f72f:0x3ab3eea5f66f3749!5m2!4m1!1i2!8m2!3d17.6796051!4d77.6076164!16s%2Fg%2F11rn1yg69q!19sChIJL_ckf1i1zjsRSTdv9qXuszo?authuser=0&hl=en&rclk=1
Hotel Park Lane,Hotel,Hotel,"Zaheerabad Main Rd, Hyderabad, Telangana 502220",091212 12784,,17.6844808,77.5890219,https://www.google.com/maps/place/Hotel+Park+Lane/data=!4m10!3m9!1s0x3bceb5c3ff7ad5af:0x66b18931865d400d!5m2!4m1!1i2!8m2!3d17.6844808!4d77.5890219!16s%2Fg%2F11mvvk69rc!19sChIJr9V6_8O1zjsRDUBdhjGJsWY?authuser=0&hl=en&rclk=1
Sai Ram Grand Lodge,Hotel,Hotel,"National Highway 9, Dattagiri Colony, Zahirabad Rural, Zaheerabad, Telangana 502228",084512 75785,,17.6807478,77.6204021,https://www.google.com/maps/place/Sai+Ram+Grand+Lodge/data=!4m10!3m9!1s0x3bceb4e8553e686f:0x6c58c427f478fbbe!5m2!4m1!1i2!8m2!3d17.6807478!4d77.6204021!16s%2Fg%2F119wt2b8l!19sChIJb2g-Vei0zjsRvvt49CfEWGw?authuser=0&hl=en&rclk=1
OYO Flagship Milan Hotel,Hotel,Hotel,"Bidar ‘X’ Road, NH 65, Zaheerabad, Telangana 502220",0124 620 1464,https://www.oyorooms.com/219046/,17.6840927,77.589433,https://www.google.com/maps/place/OYO+Flagship+Milan+Hotel/data=!4m10!3m9!1s0x3bceb513c8bb3449:0x39db243b0d6470ab!5m2!4m1!1i2!8m2!3d17.6840927!4d77.589433!16s%2Fg%2F1hm6kj4z8!19sChIJSTS7yBO1zjsRq3BkDTsk2zk?authuser=0&hl=en&rclk=1
Hotel Mahindra Paradise,Hotel,Hotel,"Mumbai Highway NH 9, Huggeli Village, Zaheerabad, Telangana 502321",099895 58553,http://www.mahindraparadise.com/,17.67006,77.6801263,https://www.google.com/maps/place/Hotel+Mahindra+Paradise/data=!4m10!3m9!1s0x3bceb3377d490f17:0x2548b50c6cc78c18!5m2!4m1!1i2!8m2!3d17.67006!4d77.6801263!16s%2Fg%2F12hkvs0cp!19sChIJFw9JfTezzjsRGIzHbAy1SCU?authuser=0&hl=en&rclk=1
Hotel Siddhi International,Hotel,Hotel,"Main Rd, Opp. Sub Station, Dattagiri Colony, Shantinagar, Zahirabad Rural, Zaheerabad, Telangana 502220",083673 91539,,17.6816716,77.6223494,https://www.google.com/maps/place/Hotel+Siddhi+International/data=!4m10!3m9!1s0x3bceb4e9030d41b1:0x2c0812457687a630!5m2!4m1!1i2!8m2!3d17.6816716!4d77.6223494!16s%2Fg%2F11f1pdtvk8!19sChIJsUENA-m0zjsRMKaHdkUSCCw?authuser=0&hl=en&rclk=1
Hotel Athithi Inn,Hotel,Hotel,"Opp:MRHS School, National Highway 65, near ICICI Bank, Sairam Nagar Colony, Shantinagar, Zahirabad Rural, Zaheerabad, Telangana 502220",098663 45555,,17.6817685,77.6263625,https://www.google.com/maps/place/Hotel+Athithi+Inn/data=!4m10!3m9!1s0x3bceb4ebc9dcaad9:0xc7924ecd495fab90!5m2!4m1!1i2!8m2!3d17.6817685!4d77.6263625!16s%2Fg%2F1264g81xb!19sChIJ2arcyeu0zjsRkKtfSc1Oksc?authuser=0&hl=en&rclk=1
Sai Eswar Cassette the Luxury Hotel,Hotel,Hotel,"Acharya Degree college Bank of India Bank, Mumbai main road, Dattagiri Colony, Zahirabad Rural, Zaheerabad, Telangana 502220",,,17.6810504,77.6200547,https://www.google.com/maps/place/Sai+Eswar+Cassette+the+Luxury+Hotel/data=!4m10!3m9!1s0x3bceb4dc55555541:0x5385aba67576d8e7!5m2!4m1!1i2!8m2!3d17.6810504!4d77.6200547!16s%2Fg%2F11c54fhfx0!19sChIJQVVVVdy0zjsR59h2daarhVM?authuser=0&hl=en&rclk=1
Cassette the Luxury Hotel,Hotel,Hotel,"MJJC+C2C, Dattagiri Colony, Zahirabad Rural, Zaheerabad, Telangana 502228",076599 92233,,17.6810692,77.6200216,https://www.google.com/maps/place/Cassette+the+Luxury+Hotel/data=!4m10!3m9!1s0x3bceb50052850c7d:0xf6070b172d4b8618!5m2!4m1!1i2!8m2!3d17.6810692!4d77.6200216!16s%2Fg%2F11y83lr212!19sChIJfQyFUgC1zjsRGIZLLRcLB_Y?authuser=0&hl=en&rclk=1
Palace Lodge,Hotel,Hotel,"Medak, NH-09, Mumbai Highway, Zaheerabad, Zaheerabad, Telangana 502220",098666 03813,,17.6814027,77.6176857,https://www.google.com/maps/place/Palace+Lodge/data=!4m10!3m9!1s0x3bceb4e6498ea87d:0xa769fb632f6644b3!5m2!4m1!1i2!8m2!3d17.6814027!4d77.6176857!16s%2Fg%2F11c70j4hym!19sChIJfaiOSea0zjsRs0RmL2P7aac?authuser=0&hl=en&rclk=1
Hotel Minerva international,Hotel,Hotel,"NH65, beside SBH, Subhash Gunj, Zaheerabad, Telangana 502220",095021 31819,,17.680463,77.611842,https://www.google.com/maps/place/Hotel+Minerva+international/data=!4m10!3m9!1s0x3bceb4e11e5ec0b3:0xd3c1446909290616!5m2!4m1!1i2!8m2!3d17.680463!4d77.611842!16s%2Fg%2F11cjk46tp4!19sChIJs8BeHuG0zjsRFgYpCWlEwdM?authuser=0&hl=en&rclk=1
OYO 26991 Stanza Luxurios Stay,Hotel,Hotel,"MJH5+V46, above syndicatebank, Zaheerabad, Telangana 502228",,https://www.oyorooms.com/h/48160?utm_source=Google_gmb&utm_medium=Organic&utm_campaign=HYD746&latitude=17.67966&longitude=77.60766&locale=en,17.6796515,77.607765,https://www.google.com/maps/place/OYO+26991+Stanza+Luxurios+Stay/data=!4m10!3m9!1s0x3bceb51fd7b7305f:0x3b8a8df18d0d746c!5m2!4m1!1i2!8m2!3d17.6796515!4d77.607765!16s%2Fg%2F11c6pn44n4!19sChIJXzC31x-1zjsRbHQNjfGNijs?authuser=0&hl=en&rclk=1
OYO 49626 Shivam Residency,Hotel,Hotel,"1, Satwar Ln, Vema Reddy colony, Zahirabad Rural, Zaheerabad, Telangana 502318",0124 620 1126,https://www.oyorooms.com/79783/,17.682911,77.632313,https://www.google.com/maps/place/OYO+49626+Shivam+Residency/data=!4m10!3m9!1s0x3bceb5cfdfd164cd:0xe64267b5b2bd8f0!5m2!4m1!1i2!8m2!3d17.682911!4d77.632313!16s%2Fg%2F11twkd137x!19sChIJzWTR38-1zjsR8NgrW3smZA4?authuser=0&hl=en&rclk=1
Hotel Jyoti Lodge and Resteraunt,Hotel,Hotel,"P9FF+V3H, Mannaekhelli, Karnataka 585227",,,17.7246765,77.3727484,https://www.google.com/maps/place/Hotel+Jyoti+Lodge+and+Resteraunt/data=!4m10!3m9!1s0x3bced35d1f3546eb:0x500989d6c07e40c1!5m2!4m1!1i2!8m2!3d17.7246765!4d77.3727484!16s%2Fg%2F11f7nvrlcx!19sChIJ60Y1H13TzjsRwUB-wNaJCVA?authuser=0&hl=en&rclk=1
"Bajaj Motorcycles (Varun Motors, Pastapur X Road, Zaheerabad)",Motorcycle Dealership,Two Wheeler Dealer,"NH 65 Zahirabad, Allipur, Telangana 502218",093901 14860,https://www.varunbajaj.com/,17.6814037,77.6340051,"https://www.google.com/maps/place/Bajaj+Motorcycles+%28Varun+Motors,+Pastapur+X+Road,+Zaheerabad%29/data=!4m7!3m6!1s0x3bceb569fe964893:0x196a18df0f5ebb9e!8m2!3d17.6814037!4d77.6340051!16s%2Fg%2F11h5sqq8nr!19sChIJk0iW_mm1zjsRnrteD98Yahk?authuser=0&hl=en&rclk=1"
BIKEZONE,Motorcycle Dealership,Motorcycle parts store,"MJH2+RC3, Zaheerabad Main Rd, Zaheerabad, Telangana 502220",,,17.6795195,77.6010449,https://www.google.com/maps/place/BIKEZONE/data=!4m7!3m6!1s0x3bceb5004f7ef541:0x64c494489642460!8m2!3d17.6795195!4d77.6010449!16s%2Fg%2F11vqpnh8p6!19sChIJQfV-TwC1zjsRYCRkiURJTAY?authuser=0&hl=en&rclk=1
Sri Siddi Vinayaka Motors,Motorcycle Dealership,Motor scooter dealer,"Plot Number 50, Mumbai Highway Rd, Royal Colony, Shantinagar, Zahirabad Rural, Zaheerabad, Telangana 502318",094409 53602,,17.6817238,77.6325689,https://www.google.com/maps/place/Sri+Siddi+Vinayaka+Motors/data=!4m7!3m6!1s0x3bceb494fdd0cfdd:0xbc4fe3a85ee175c8!8m2!3d17.6817238!4d77.6325689!16s%2Fg%2F11clygrf6z!19sChIJ3c_Q_ZS0zjsRyHXhXqjjT7w?authuser=0&hl=en&rclk=1
Sri VenkateshWara electricals,Motorcycle Dealership,Two Wheeler Repair Shop,"MJJ9+HCQ, Baswa Nagar Colony, Dattagiri Colony, Zaheerabad, Telangana 502228",,,17.6814656,77.6186145,https://www.google.com/maps/place/Sri+VenkateshWara+electricals/data=!4m7!3m6!1s0x3bceb5001f1bc4e7:0xa9a33515f4617af4!8m2!3d17.6814656!4d77.6186145!16s%2Fg%2F11xkv467yp!19sChIJ58QbHwC1zjsR9Hph9BU1o6k?authuser=0&hl=en&rclk=1
Laxmi Yamaha,Motorcycle Dealership,Two Wheeler Dealer,"S.Y. No-74/1, Zaheerabad, Medak NH-9, Mumbai Hwy, Zaheerabad, Telangana 502220",095338 06001,,17.6816899,77.6250946,https://www.google.com/maps/place/Laxmi+Yamaha/data=!4m7!3m6!1s0x3bceb4ebd6ae2fcd:0xbcfe7d2ce72c506f!8m2!3d17.6816899!4d77.6250946!16s%2Fg%2F11cn938n5x!19sChIJzS-u1uu0zjsRb1As5yx9_rw?authuser=0&hl=en&rclk=1
Harmony Honda - Zaheerabad Sales & Service,Motorcycle Dealership,Honda dealer,"Medak NH-9, Mumbai Highway Rd, Sairam Nagar Colony, Shantinagar, Zahirabad Rural, Zaheerabad, Telangana 502220",098440 05300,https://fortunegroup.net.in/,17.6817,77.6259,https://www.google.com/maps/place/Harmony+Honda+-+Zaheerabad+Sales+%26+Service/data=!4m7!3m6!1s0x3bceb4ebcef3ae4b:0xdb5a5109dfa20cd1!8m2!3d17.6817!4d77.6259!16s%2Fg%2F11cn92jr2x!19sChIJS67zzuu0zjsR0Qyi3wlRWts?authuser=0&hl=en&rclk=1
Sri Siddivinayaka Motors - Hero MotoCorp,Motorcycle Dealership,Two Wheeler Dealer,"Plot No 1 & 2, Pastapur Cross Road, near Mahindra Colony, Zaheerabad, Medak, Telangana 502220",084512 75687,https://dealers.heromotocorp.com/sri-siddivinayaka-motors-hero-motocorp-two-wheeler-dealer-zaheerabad-medak-32469/Home?utm_source=locator&utm_medium=googleplaces,17.6808375,77.6120368,https://www.google.com/maps/place/Sri+Siddivinayaka+Motors+-+Hero+MotoCorp/data=!4m7!3m6!1s0x3bcb91f154fb1bfb:0x945e60ab4f0b34c6!8m2!3d17.6808375!4d77.6120368!16s%2Fg%2F11f1zl56v7!19sChIJ-xv7VPGRyzsRxjQLT6tgXpQ?authuser=0&hl=en&rclk=1
MM BROTHERS AUTOMOBILES,Motorcycle Dealership,Two Wheeler Repair Shop,"6, Ramnagar, Shanti Nagar, Zaheerabad, Telangana 502220",,,17.667596,77.6062501,https://www.google.com/maps/place/MM+BROTHERS+AUTOMOBILES/data=!4m7!3m6!1s0x3bceb50056f3f9d1:0xe8c9b418cece0c8d!8m2!3d17.667596!4d77.6062501!16s%2Fg%2F11xkhzpv9j!19sChIJ0fnzVgC1zjsRjQzOzhi0yeg?authuser=0&hl=en&rclk=1
SRI SAI AUTOMOBILES,Motorcycle Dealership,Motorcycle shop,"96/1, Pastapur Road, near SBI Bank, Zahirabad Rural, Sangareddy, Zaheerabad, Telangana 502321",,,17.6816108,77.6345345,https://www.google.com/maps/place/SRI+SAI+AUTOMOBILES/data=!4m7!3m6!1s0x3bceb5926056a8af:0x592ddc35f4fccc5a!8m2!3d17.6816108!4d77.6345345!16s%2Fg%2F11w_w71s5n!19sChIJr6hWYJK1zjsRWsz89DXcLVk?authuser=0&hl=en&rclk=1
Sri Venkateshwara Motors,Motorcycle Dealership,Motor scooter dealer,"Plot number:136, beside Maheshwari Theater, Zaheerabad, Telangana 502220",085755 42222,,17.6819335,77.6169634,https://www.google.com/maps/place/Sri+Venkateshwara+Motors/data=!4m7!3m6!1s0x3bceb57fa54072e3:0x449f7a17e44c0065!8m2!3d17.6819335!4d77.6169634!16s%2Fg%2F11slq3m2c3!19sChIJ43JApX-1zjsRZQBM5Bd6n0Q?authuser=0&hl=en&rclk=1
Sri Sai Motors,Motorcycle Dealership,Motorcycle shop,"Shop No, 1, Zaheerabad, Thammadpalli, Telangana 502318",099486 88422,,17.6929187,77.6392047,https://www.google.com/maps/place/Sri+Sai+Motors/data=!4m7!3m6!1s0x3bceb54e443a9bc3:0x303364c09a94f8b0!8m2!3d17.6929187!4d77.6392047!16s%2Fg%2F11q3_pylk5!19sChIJw5s6RE61zjsRsPiUmsBkMzA?authuser=0&hl=en&rclk=1
Mahindra Tractor Plant Zaheerabad,Motorcycle Dealership,Manufacturer,"Mahindra and Mahindra Farm Division (Mahindra tractor plant, near, Zaheerabad - Bidar Rd, T Junction, Mahindra Nagar, Zaheerabad, Telangana 502220",000 800 100 4175,http://www.mahindra.com/,17.6867174,77.5822892,https://www.google.com/maps/place/Mahindra+Tractor+Plant+Zaheerabad/data=!4m7!3m6!1s0x3bceb56d796c3a9b:0x78090a44aead7530!8m2!3d17.6867174!4d77.5822892!16s%2Fg%2F11fz2stx97!19sChIJmzpseW21zjsRMHWtrkQKCXg?authuser=0&hl=en&rclk=1
Limra Bike Point,Motorcycle Dealership,Motorcycle shop,"Shop No 02, Old Check Post, 12/1, Zaheerabad, Telangana 502220",098494 86744,,17.6864148,77.5870005,https://www.google.com/maps/place/Limra+Bike+Point/data=!4m7!3m6!1s0x3bceb5656ef9fc39:0x9773e55d3dce74b7!8m2!3d17.6864148!4d77.5870005!16s%2Fg%2F11t6twjms6!19sChIJOfz5bmW1zjsRt3TOPV3lc5c?authuser=0&hl=en&rclk=1
Yamaha showroom,Motorcycle Dealership,Motor vehicle dealer,"1-87/2, Zaheerabad - Hyderabad Rd, opposite maruti suzuki Nexa showroom, Ranjole, Zaheerabad, Telangana 502318",,,17.6810582,77.6456839,https://www.google.com/maps/place/Yamaha+showroom/data=!4m7!3m6!1s0x3bceb59c546096bf:0x7a229060aeef6a4c!8m2!3d17.6810582!4d77.6456839!16s%2Fg%2F11md7v9fw9!19sChIJv5ZgVJy1zjsRTGrvrmCQIno?authuser=0&hl=en&rclk=1
TVS - Vara Siddi Motors,Motorcycle Dealership,Two Wheeler Dealer,"Shop No 26 Allipur, Opposite Church, Main Road, Zaheerabad, Telangana 502220",089298 33897,https://dealers.tvsmotor.com/tvs-motors/tvs-vara-siddi-motors-two-wheeler-dealer-zaheerabad-medak-254431/Home?utm_source=locator&utm_medium=googleplaces,17.681064,77.6172101,https://www.google.com/maps/place/TVS+-+Vara+Siddi+Motors/data=!4m7!3m6!1s0x3bceb55420479a05:0xfeb8646ac821c276!8m2!3d17.681064!4d77.6172101!16s%2Fg%2F11khw1jtz7!19sChIJBZpHIFS1zjsRdsIhyGpkuP4?authuser=0&hl=en&rclk=1
Patel motors,Motorcycle Dealership,Electric motor scooter dealer,"MJJG+MCX, Sairam Nagar Colony, Shantinagar, Zahirabad Rural, Zaheerabad, Telangana 502220",077020 93252,,17.6817227,77.6260461,https://www.google.com/maps/place/Patel+motors/data=!4m7!3m6!1s0x3bceb5004afc1cbd:0xbb3769f6678e6dcf!8m2!3d17.6817227!4d77.6260461!16s%2Fg%2F11w92lgc99!19sChIJvRz8SgC1zjsRz22OZ_ZpN7s?authuser=0&hl=en&rclk=1
Anmol Motors,Motorcycle Dealership,Electric motor scooter dealer,"MJPH+46V, Sairam Nagar Colony, Vema Reddy colony, Shantinagar, Zahirabad Rural, Zaheerabad, Telangana 502228",099891 53001,,17.6853647,77.6280549,https://www.google.com/maps/place/Anmol+Motors/data=!4m7!3m6!1s0x3bceb500485f1713:0x5dff21a0018cd3d!8m2!3d17.6853647!4d77.6280549!16s%2Fg%2F11lmdqgrwt!19sChIJExdfSAC1zjsRPc0YABry3wU?authuser=0&hl=en&rclk=1
Naveen Bike Sevice Point,Motorcycle Dealership,Two Wheeler Repair Shop,"RTO office road pastapur zaheerbad, Zaheerabad, Telangana 502318",081792 88610,,17.6855137,77.636236,https://www.google.com/maps/place/Naveen+Bike+Sevice+Point/data=!4m7!3m6!1s0x3bceb5d10fa7bd1b:0x98c152b3ca607b3d!8m2!3d17.6855137!4d77.636236!16s%2Fg%2F11smvzty4p!19sChIJG72nD9G1zjsRPXtgyrNSwZg?authuser=0&hl=en&rclk=1
Teja Motor,Motorcycle Dealership,Motorcycle driving school,"1-89/4, opp. Liquor Court, Baswa Nagar Colony, Dattagiri Colony, Zaheerabad, Telangana 502220",,,17.6814985,77.6191769,https://www.google.com/maps/place/Teja+Motor/data=!4m7!3m6!1s0x3bceb5908239d14b:0x9eedf7df95c29edc!8m2!3d17.6814985!4d77.6191769!16s%2Fg%2F11tn71n7_1!19sChIJS9E5gpC1zjsR3J7Cld_37Z4?authuser=0&hl=en&rclk=1
Mahindra Last Mile Mobility Ltd Automotive Division,Motorcycle Dealership,Car Manufacturer,Telangana 502110,081060 69996,http://www.mahindra.com/,17.6909219,77.5785105,https://www.google.com/maps/place/Mahindra+Last+Mile+Mobility+Ltd+Automotive+Division/data=!4m7!3m6!1s0x3bceb5710d835829:0xb8f0696a2977f882!8m2!3d17.6909219!4d77.5785105!16s%2Fg%2F11c4lfwhzq!19sChIJKViDDXG1zjsRgvh3KWpp8Lg?authuser=0&hl=en&rclk=1
Sree Laxmi Helmet store & automobiles,Motorcycle Dealership,Auto parts store,"17-37, Pastapur X Rd, near Gass Godown, Zahirabad Rural, Zaheerabad, Telangana 502220",083743 88761,,17.6819349,77.6339931,https://www.google.com/maps/place/Sree+Laxmi+Helmet+store+%26+automobiles/data=!4m7!3m6!1s0x3bceb56894b02ebb:0xbed70321c248713b!8m2!3d17.6819349!4d77.6339931!16s%2Fg%2F11tn5d7kvt!19sChIJuy6wlGi1zjsRO3FIwiED174?authuser=0&hl=en&rclk=1
